label,titletext
10,淡江經濟系跟其他學校的經濟系有哪裡不同?
2,財務金融學系個人申請面試時間與地點?
2,會計系面試時間如果與其他校系衝突，可以調整嗎？
2,企管系面試時間如果與其他校系衝突，可以調整嗎？
12,國企系畢業後升學的方向有哪些？
10,讀會計系有什麼優勢?
2,風保系面試時需要攜帶紙本資料提供面試委員參閱嗎？
5,公行系畢業後只能在政府部門任職嗎？
10,管理科學學系和其他類似學系有何不同?
10,念完產經系之後會變成怎麼樣的人?
7,國企系可以提早預讀碩士班課程嗎?
13,會計學系有校外實習或參訪見習的機會嗎？
1,風險管理與保險學系有出國交換的機會嗎?
7,財金系可以提早預讀碩士班課程嗎?
0,風保系的壽險實務講座課程學什麼?
10,國際企業學系專業之未來發展為何呢?
12,商管學院畢業後升學的方向有哪些？
2,產業經濟學系面試要帶口罩嗎?
1,企管系有出國交換的機會嗎?
2,統計學系是否能自行選填面試的時間?
2,管科系面試的方式為何？
4,就讀會計系的學生畢業學分數要求?
10,國際企業學系的國際商學全英語組的師資
10,統計學系和其他類似學系有何不同?
8,會計系取得澳洲或英國會計師可以換台灣會計師嗎？
2,運管系面試時間如果與其他校系衝突，可以調整嗎？
2,經濟系是否能自行選填面試的時間?
0,企業管理學系能雙主修或輔其他系嗎?
1,企業管理學系有出國交換的機會嗎?
10,國際企業學系每學期要修多少學分數?
10,會計系每學期要修多少學分數?
10,資訊管理學系有哪些資訊相關競賽?
10,公行系與商管其他科的不同之處?
2,統計學系面試時有規定穿著或額外準備的需求嗎？
6,就讀資訊管理學系的先決條件是什麼?
10,統計系有哪些師資？ 
4,經濟系大四畢業後有哪些選擇?
12,管理科學學系畢業後升學的方向有哪些？
10,企管系有什麼特色？
7,統計學系可以提早預讀碩士班嗎?
2,全財管個人申請面試時間與地點?
4,財務金融學系有機會提前畢業嗎？
10,統計學系有哪些師資？ 
0,公共行政學系可以考哪些證照？
6,何種特質的學生適合念全財管?
10,會計系的學術研究能量？
0,風保系可以修其他系的課程嗎?
5,企業管理學系的就業機會有哪些？
2,公共行政學系面試的方式為何？
6,何種特質的學生適合念統計學系?
0,資訊管理學系會學會哪些程式語言?
10,公共行政學系有哪些師資？ 
13,財金系有校外實習或參訪見習的機會嗎？
13,管科系與產業接觸的機會有很多嗎？
4,國際企業學系有機會提前畢業嗎？
6,就讀資管系的先決條件是什麼?
0,會計學系如何提升同學學習成效？
13,經濟系與產業接觸的機會有很多嗎？
2,會計學系面試時需要攜帶紙本資料提供面試委員參閱嗎？
10,財務金融學系與商管其他科的不同之處?
0,全財管課程內容為何？
0,經濟學系能雙主修或輔其他系嗎?
10,財金系專業之未來發展為何呢?
5,企管系畢業校友通常任職哪些行業?
0,企業管理學系可以考哪些證照？
2,想要更換面試梯次時間是否需要提早跟運輸管理學系系所告知？
10,產經系與商管其他科的不同之處?
0,會計學系課程內容為何？
4,就讀統計系的學生畢業學分數要求?
10,公共行政學系每學期要修多少學分數?
2,會計系個人申請面試時間與地點?
12,經濟學系畢業後升學的方向有哪些？
4,全財管有機會提前畢業嗎？
10,商管學院有哪些優勢
10,企業管理學系專業之未來發展為何呢?
0,國企系可以考哪些證照？
10,統計學系每學期要修多少學分數?
0,全財管有什麼學程資訊可以介紹一下嗎？
10,經濟學系有哪些資訊相關競賽?
2,資訊管理學系面試的方式為何？
0,財金系會友輔導考照的課程嗎?
2,公行系面試會要求以英語自我介紹嗎？
6,念完統計系之後會變成什麼樣的人?
2,公行系是否能自行選填面試的時間?
10,讀國企系有什麼優勢?
2,管理科學學系面試時有規定穿著或額外準備的需求嗎？
10,商管學院全球財務管理全英語學士學位學程位於哪個校園?
4,產業經濟學系有機會提前畢業嗎？
0,會計系很難讀嗎?
8,運管系英文畢業門檻是什麼?
6,何種特質的學生適合念運管系?
1,公共行政學系有出國交換的機會嗎?
5,風保系的就業機會有哪些？
10,讀風險管理與保險學系有什麼優勢?
4,經濟系有機會提前畢業嗎？
11,管科系有系內專屬的獎學金嗎？
5,運輸管理學系的就業機會有哪些？
6,會計學系是否培養同學的社會參與責任與能力？
0,校內有什麼學生可免費利用的資源?
0,國際企業學系有什麼學程資訊可以介紹一下嗎？
2,風險管理與保險學系面試的方式為何？
2,統計系是否能自行選填面試的時間?
6,就讀統計系的先決條件是什麼?
1,財金系有出國交換的機會嗎?
7,統計學系可以提早預讀碩士班課程嗎?
10,能告訴我選擇淡江管科系而非其他學校的理由嗎?
10,讀統計系有什麼優勢?
10,能告訴我選擇淡江經濟學系而非其他學校的理由嗎?
10,產業經濟學系有哪些師資？ 
5,管科系畢業校友通常任職哪些行業?
0,會計系可以修其他系的課程嗎?
2,經濟系面試時需要攜帶紙本資料提供面試委員參閱嗎？
6,何種特質的學生適合念公行系?
0,企管系能雙主修或輔其他系嗎?
6,財金系在四年會具備哪些能力?
2,財金系面試時間如果與其他校系衝突，可以調整嗎？
10,資管系和其他類似學系有何不同?
10,念完商管學院之後會變成怎麼樣的人?
3,風險管理與保險學系有哪些優秀的畢業系友?
2,企管系個人申請面試時間與地點?
0,商管學院可以修其他系的課程嗎?
5,經濟學系畢業校友通常任職哪些行業?
2,統計系面試時需要攜帶紙本資料提供面試委員參閱嗎？
10,風險管理與保險學系和其他類似學系有何不同?
10,財金系有哪些師資？ 
0,國際企業學系的國際商學全英語組的課程規劃
10,管科系專業之未來發展為何呢?
0,運管系可以修其他系的課程嗎?
0,運輸管理學系有什麼學程資訊可以介紹一下嗎？
10,能告訴我選擇淡江會計系而非其他學校的理由嗎?
2,資管系面試要帶口罩嗎?
2,產業經濟學系面試時有規定穿著或額外準備的需求嗎？
3,商管學院全球財務管理全英語學士學位有哪些優秀的畢業系友?
0,公行系可以修其他系的課程嗎?
10,國企系有哪些師資？ 
2,風保系面試時間如果與其他校系衝突，可以調整嗎？
4,就讀運管系的學生畢業學分數要求?
4,風保系有機會提前畢業嗎？
6,何種特質的學生適合念公共行政學系?
10,國企系的國際商學全英語組的師資
0,公共行政學系能雙主修或輔其他系嗎?
3,風保系有哪些優秀的畢業系友?
13,產經系與產業接觸的機會有很多嗎？
10,產經系與經濟系有什麼不同?
10,資管系專業之未來發展為何呢?
10,資訊管理學系有什麼特色？
1,經濟系有出國交換的機會嗎?
2,運管系面試的方式為何？
10,國企系與商管其他科的不同之處?
2,財金系是否能自行選填面試的時間?
2,運管系是否能自行選填面試的時間?
0,經濟學系課程內容為何？
10,資管系有什麼特色？
0,請問風險管理與保險學系有精算類課程嗎?
10,公共行政學系有什麼特色？
2,財務金融學系是否能自行選填面試的時間?
0,管理科學系的事業經營組和行銷流通組的差別？入學以後可以選另外一組的課程嗎？
13,國際企業學系有校外實習或參訪見習的機會嗎？
10,商管學院和其他類似學系有何不同?
7,商管學院全球財務管理全英語學士學位可以提早預讀碩士班嗎?
10,風險管理與保險學系和企管系有什麼差異?
2,公行系個人申請面試時間與地點?
0,統計學系有什麼學程資訊可以介紹一下嗎？
4,就讀會計學系的學生畢業學分數要求?
10,商管學院專業之未來發展為何呢?
2,商管學院全球財務管理全英語學士學位面試要帶口罩嗎?
0,國際企業學系可以考哪些證照？
2,資管系面試時有規定穿著或額外準備的需求嗎？
0,商管學院有什麼學程資訊可以介紹一下嗎？
8,統計系英文畢業門檻是什麼?
7,公共行政學系可以提早預讀碩士班嗎?
12,運管系畢業後升學的方向有哪些？
0,運輸管理學系能雙主修或輔其他系嗎?
0,風險管理與保險學系可以修其他系的課程嗎?
2,管理科學學系是否能自行選填面試的時間?
2,管理科學學系面試要帶口罩嗎?
1,資管系有出國交換的機會嗎?
10,國企系的經貿管理組與他系合作之學分學程
2,運管系面試時需要攜帶紙本資料提供面試委員參閱嗎？
5,商管學院畢業校友通常任職哪些行業?
6,何種特質的學生適合念管理科學學系?
12,經濟系畢業後升學的方向有哪些？
10,念完產業經濟學系之後會變成怎麼樣的人?
12,風險管理與保險學系畢業後升學的方向有哪些？
10,統計學系企業導師制度是蝦米?
6,就讀管科系的先決條件是什麼?
11,風險管理與保險學系有系內專屬的獎學金嗎？
7,經濟學系可以提早預讀碩士班嗎?
6,何種特質的學生適合念會計學系?
2,商管學院面試要帶口罩嗎?
0,經濟系會不會學得很理論呢?
13,資訊管理學系有校外實習或參訪見習的機會嗎？
7,資訊管理學系可以提早預讀碩士班嗎?
10,商管學院有哪些英語專班
2,風險管理與保險學系面試時需要攜帶紙本資料提供面試委員參閱嗎？
0,資訊管理學系有什麼學程資訊可以介紹一下嗎？
2,運輸管理學系面試的方式為何？
8,國企系英文畢業門檻是什麼?
7,企管系可以提早預讀碩士班嗎?
0,風保系的精進專業課程學什麼?
5,運管系的就業機會有哪些？
10,念完經濟學系之後會變成怎麼樣的人?
5,企管系的就業機會有哪些？
0,商管學院全球財務管理全英語學士學位學程課程設計，是否與未來就業接軌?
10,商管學院全球財務管理全英語學士學位學程的名稱為學士學位學程，請問畢業之後就有大學學歷嗎? 畢業和一般學士學位 有何不同？學程畢業證書是否有別?
4,統計系有機會提前畢業嗎？
0,產經系很難讀嗎?
6,運輸管理學系在四年會具備哪些能力?
1,資訊管理學系有出國交換的機會嗎?
0,統計系很難讀嗎?
3,企管系有哪些優秀的畢業系友?
10,公行系有哪些師資？ 
2,風保系面試時有規定穿著或額外準備的需求嗎？
5,全財管畢業校友通常任職哪些行業?
11,外籍生有額外獎學金嗎?
10,風保系與商管其他科的不同之處?
10,念完管科系之後會變成怎麼樣的人?
10,能告訴我選擇淡江統計系而非其他學校的理由嗎?
5,管科系的就業機會有哪些？
0,風保系的產險實務講座課程學什麼?
0,公共行政學系課程內容為何？
0,風保系課程內容為何？
2,公共行政學系個人申請面試時間與地點?
13,國企系與產業接觸的機會有很多嗎？
0,統計學系能雙主修或輔其他系嗎?
2,財金系面試的方式為何？
10,能告訴我選擇淡江財金系而非其他學校的理由嗎?
13,資管系有校外實習或參訪見習的機會嗎？
10,念完運管系之後會變成怎麼樣的人?
10,經濟學系內有哪些學生團隊可以參加?
10,能告訴我選擇淡江產業經濟學系而非其他學校的理由嗎?
4,統計學系有機會提前畢業嗎？
7,運輸管理學系可以提早預讀碩士班課程嗎?
2,運輸管理學系個人申請面試時間與地點?
10,運輸管理學系有什麼特色？
13,財務金融學系有校外實習或參訪見習的機會嗎？
2,統計系面試時間如果與其他校系衝突，可以調整嗎？
0,財金系能雙主修或輔其他系嗎?
10,讀商管學院全球財務管理全英語學士學位有什麼優勢?
2,風險管理與保險學系面試時有規定穿著或額外準備的需求嗎？
10,資訊管理學系專業之未來發展為何呢?
0,國企系能雙主修或輔其他系嗎?
5,資管系畢業校友通常任職哪些行業?
8,會計學系取得澳洲會計師公會認證對取得證照有什麼好處？
2,統計系個人申請面試時間與地點?
1,商管學院有哪些海外學習機會
6,就讀管理科學學系的先決條件是什麼?
7,產經系可以提早預讀碩士班嗎?
2,統計學系個人申請面試時間與地點?
10,能告訴我選擇淡江資訊管理學系而非其他學校的理由嗎?
0,資管系可以考哪些證照？
10,國企系專業之未來發展為何呢?
10,經濟學系和其他類似學系有何不同?
4,會計系有機會提前畢業嗎？
0,管科系課程內容為何？
0,企管系很難讀嗎?
0,企業管理學系很難讀嗎?
1,運輸管理學系有出國交換的機會嗎?
10,讀資管系有什麼優勢?
11,全財管有系內專屬的獎學金嗎？
5,商管學院全球財務管理全英語學士學位畢業校友通常任職哪些行業?
10,資訊管理學系每學期要修多少學分數?
6,資管系在四年會具備哪些能力?
10,管科系有哪些師資？ 
10,統計學系與商管其他科的不同之處?
8,會計學系取得英國特許公認會計師公會認證對取得證照有什麼好處？
6,何種特質的學生適合念商管學院全球財務管理全英語學士學位?
3,國際企業學系有哪些優秀的畢業系友?
0,財務金融學系特色課程？
2,風險管理與保險學系個人申請面試時間與地點?
0,企管系可以修其他系的課程嗎?
7,管科系可以提早預讀碩士班嗎?
2,統計系面試的方式為何？
10,企管系專業之未來發展為何呢?
10,念完會計學系之後會變成怎麼樣的人?
0,商管學院能雙主修或輔其他系嗎?
5,資管系的就業機會有哪些？
13,運管系有校外實習或參訪見習的機會嗎？
0,風保系可以考哪些證照？
2,統計學系面試時間如果與其他校系衝突，可以調整嗎？
2,資訊管理學系面試時需要攜帶紙本資料提供面試委員參閱嗎？
0,經濟系可以考哪些證照？
10,財金系和其他類似學系有何不同?
0,財金系可以修其他系的課程嗎?
6,何種特質的學生適合念管科系?
0,商管學院全球財務管理全英語學士學位很難讀嗎?
0,企業管理學系可以修其他系的課程嗎?
7,風保系可以提早預讀碩士班嗎?
10,風險管理與保險學系有哪些師資？ 
13,國企系有校外實習或參訪見習的機會嗎？
0,經濟學系可以考哪些證照？
8,風保系英文畢業門檻是什麼?
10,商管學院全球財務管理全英語學士學位學程學生的學雜費有沒有不一樣?
2,考運輸管理學系的學生、家長或陪考親友，有地方提供休息嗎？
0,統計學系很難讀嗎?
0,管理科學學系很難讀嗎?
10,商管學院全球財務管理全英語學士學位有哪些師資？ 
10,經濟系專業之未來發展為何呢?
0,風保系很難讀嗎?
1,統計學系有出國交換的機會嗎?
2,公行系面試時有規定穿著或額外準備的需求嗎？
2,企業管理學系是否能自行選填面試的時間?
0,會計系課程內容為何？
5,資訊管理學系畢業校友通常任職哪些行業?
2,管科系面試時間如果與其他校系衝突，可以調整嗎？
2,國際企業學系面試會要求以英語自我介紹嗎？
4,就讀統計學系的學生畢業學分數要求?
5,管理科學學系的就業機會有哪些？
0,財金系很難讀嗎?
0,統計系可以修其他系的課程嗎?
4,會計學系有機會提前畢業嗎？
2,運輸管理學系面試時間如果與其他校系衝突，可以調整嗎？
5,統計學系的就業機會有哪些？
13,統計系與產業接觸的機會有很多嗎？
3,商管學院有哪些優秀的畢業系友?
2,經濟學系面試時間如果與其他校系衝突，可以調整嗎？
2,統計學系面試要帶口罩嗎?
0,運輸管理學系可以考哪些證照？
1,產經系有出國交換的機會嗎?
10,統計系有哪些資訊相關競賽?
4,就讀產業經濟學系的學生畢業學分數要求?
2,產經系面試時間如果與其他校系衝突，可以調整嗎？
7,產經系可以提早預讀碩士班課程嗎?
6,就讀會計系的先決條件是什麼?
1,管理科學學系有出國交換的機會嗎?
4,就讀國企系的學生畢業學分數要求?
6,何種特質的學生適合念企管系?
10,能告訴我選擇淡江運輸管理學系而非其他學校的理由嗎?
0,產業經濟學系可以考哪些證照？
10,會計系有哪些師資？ 
6,經濟系在四年會具備哪些能力?
12,資訊管理學系畢業後升學的方向有哪些？
2,考運管系的學生、家長或陪考親友，有地方提供休息嗎？
10,風險管理與保險學系與商管其他科的不同之處?
4,就讀商管學院全球財務管理全英語學士學位的學生畢業學分數要求?
2,經濟系面試的方式為何？
6,數學不好能念經濟學系嗎?
10,全財管專業之未來發展為何呢?
7,會計學系同學是否有機會出國交換或申請雙聯學位？
13,管理科學學系與產業接觸的機會有很多嗎？
10,念完運輸管理學系之後會變成怎麼樣的人?
1,統計系有出國交換的機會嗎?
0,統計系課程內容為何？
10,資管系有哪些資訊相關競賽?
2,會計學系個人申請面試時間與地點?
6,念完統計學系之後會變成什麼樣的人?
4,企業管理學系有機會提前畢業嗎？
13,經濟系有校外實習或參訪見習的機會嗎？
6,商管學院全球財務管理全英語學士學位在四年會具備哪些能力?
10,國際企業學系有哪些資訊相關競賽?
4,管科系有機會提前畢業嗎？
2,管理科學學系面試時間如果與其他校系衝突，可以調整嗎？
0,資訊管理學系能雙主修或輔其他系嗎?
8,會計系同學是否可以考國際會計專業證照？
10,風險管理與保險學系每學期要修多少學分數?
10,企業管理學系與商管其他科的不同之處?
2,管科系面試時有規定穿著或額外準備的需求嗎？
3,公共行政學系有哪些優秀的畢業系友?
10,運管系每學期要修多少學分數?
10,風保系和財金系有什麼差異?
0,商管學院全球財務管理全英語學士學位可以考哪些證照？
3,財務金融學系有哪些優秀的畢業系友?
8,商管學院全球財務管理全英語學士學位英文畢業門檻是什麼?
6,就讀全財管的先決條件是什麼?
6,產業經濟學系在四年會具備哪些能力?
2,管理科學學系個人申請面試時間與地點?
0,統計學系可以修其他系的課程嗎?
2,產經系面試時需要攜帶紙本資料提供面試委員參閱嗎？
10,公共行政學系專業之未來發展為何呢?
13,公共行政學系有校外實習或參訪見習的機會嗎？
13,管理科學學系有校外實習或參訪見習的機會嗎？
0,國企系很難讀嗎?
0,全財管可以考哪些證照？
2,風保系個人申請面試時間與地點?
6,會計系在四年會具備哪些能力?
0,風險管理與保險學系有什麼學程資訊可以介紹一下嗎？
2,經濟學系面試時需要攜帶紙本資料提供面試委員參閱嗎？
10,管理科學學系有什麼特色？
0,經濟學系會不會學得很理論呢?
2,全財管面試的方式為何？
10,會計學系和其他類似學系有何不同?
0,財金系可以考哪些證照？
10,運輸管理學系每學期要修多少學分數?
7,國際企業學系可以提早預讀碩士班嗎?
10,經濟學系有什麼特色？
4,財金系有機會提前畢業嗎？
13,運管系與產業接觸的機會有很多嗎？
10,風保系每學期要修多少學分數?
12,風保系畢業後升學的方向有哪些？
3,會計學系有哪些優秀的畢業系友?
0,全財管很難讀嗎?
11,會計系有系內專屬的獎學金嗎？
0,產業經濟學系能雙主修或輔其他系嗎?
10,能告訴我選擇淡江運管系而非其他學校的理由嗎?
6,就讀運管系的先決條件是什麼?
10,能告訴我選擇淡江管理科學學系而非其他學校的理由嗎?
10,能告訴我選擇淡江風保系而非其他學校的理由嗎?
2,公共行政學系是否能自行選填面試的時間?
8,會計系英文畢業門檻是什麼?
1,國際企業學系的國際商學全英語組有哪些大三出國合作學校
10,商管學院的世界排名
11,企管系有系內專屬的獎學金嗎？
6,何種特質的學生適合念資訊管理學系?
0,產經系可以考哪些證照？
8,會計學系英文畢業門檻是什麼?
6,風險管理與保險學系在四年會具備哪些能力?
11,公行系有系內專屬的獎學金嗎？
0,財金系有什麼學程資訊可以介紹一下嗎？
10,讀產業經濟學系有什麼優勢?
10,能告訴我選擇淡江全財管而非其他學校的理由嗎?
6,何種特質的學生適合念風險管理與保險學系?
10,經濟系每學期要修多少學分數?
4,公共行政學系有機會提前畢業嗎？
2,統計系面試要帶口罩嗎?
2,經濟學系面試要帶口罩嗎?
0,產經系可以修其他系的課程嗎?
1,商管學院有出國交換的機會嗎?
10,讀統計學系有什麼優勢?
10,資訊管理系與資訊工程系的差異是？
1,風保系有出國交換的機會嗎?
0,運管系課程內容為何？
12,會計學系畢業後升學的方向有哪些？
8,國際企業學系英文畢業門檻是什麼?
7,管理科學學系可以提早預讀碩士班嗎?
10,國企系每學期要修多少學分數?
0,經濟系有什麼學程資訊可以介紹一下嗎？
6,就讀會計學系的先決條件是什麼?
2,財務金融學系面試的方式為何？
4,公行系有機會提前畢業嗎？
2,國際企業學系個人申請面試時間與地點?
13,財務金融學系與產業接觸的機會有很多嗎？
6,資訊管理學系在四年會具備哪些能力?
10,全財管有哪些師資？ 
6,何種特質的學生適合念經濟學系?
12,全財管畢業後升學的方向有哪些？
8,會計系取得英國特許公認會計師公會認證對取得證照有什麼好處？
10,企業管理學系有哪些師資？ 
10,讀經濟系有什麼優勢?
10,管理科學系和企業管理學系的差別？
0,企管系課程內容為何？
8,財金系英文畢業門檻是什麼?
2,國企系面試要帶口罩嗎?
2,企管系面試要帶口罩嗎?
10,運管系有哪些資訊相關競賽?
0,管科系可以修其他系的課程嗎?
10,讀管科系有什麼優勢?
5,經濟系畢業校友通常任職哪些行業?
0,管科系的事業經營組和行銷流通組的差別？入學以後可以選另外一組的課程嗎？
