label,titletext
1,國企系的經貿管理組與國際商學全英語組的差異?
13,公共行政學系可以提早預讀碩士班課程嗎?
5,何種特質的學生適合念商管學院全球財務管理全英語學士學位?
10,資訊管理學系有哪些師資？ 
8,管理科學學系有哪些優秀的畢業系友?
2,統計學系面試時有規定穿著或額外準備的需求嗎？
0,運輸管理學系有校外實習或參訪見習的機會嗎？
5,商管學院全球財務管理全英語學士學位面試時有規定穿著或額外準備的需求嗎？
1,國際企業學系面試時有規定穿著或額外準備的需求嗎？
14,會計學系畢業校友通常任職哪些行業?
12,就讀風保系的先決條件是什麼?
12,風保系可以修其他系的課程嗎?
7,經濟學系會不會學得很理論呢?
6,企管系面試時間如果與其他校系衝突，可以調整嗎？
14,會計系的學術研究能量？
13,公共行政學系很難讀嗎?
7,經濟系有哪些資訊相關競賽?
4,財務金融學系與產業接觸的機會有很多嗎？
2,統計學系英文畢業門檻是什麼?
13,公行系英文畢業門檻是什麼?
1,國企系面試時需要攜帶紙本資料提供面試委員參閱嗎？
14,讀會計學系有什麼優勢?
6,企管系有什麼學程資訊可以介紹一下嗎？
13,公行系畢業後只能在政府部門任職嗎？
0,運輸管理學系與商管其他科的不同之處?
9,能告訴我選擇淡江產經系而非其他學校的理由嗎?
1,國企系有校外實習或參訪見習的機會嗎？
14,會計學系面試時間如果與其他校系衝突，可以調整嗎？
12,風險管理與保險學系和其他類似學系有何不同?
4,財金系有校外實習或參訪見習的機會嗎？
12,風保系和企管系有什麼差異?
1,國際企業學系與商管其他科的不同之處?
3,商管學院畢業後升學的方向有哪些？
9,產業經濟學系是否能自行選填面試的時間?
6,企管系和其他類似學系有何不同?
2,統計學系有什麼特色？
8,管科系面試的方式為何？
14,會計系有哪些師資？ 
1,國際企業學系的經貿管理組與他系合作之學分學程
2,統計學系可以提早預讀碩士班課程嗎?
0,運輸管理學系可以提早預讀碩士班嗎?
0,運管系畢業後升學的方向有哪些？
7,經濟系個人申請面試時間與地點?
6,企業管理學系有哪些優秀的畢業系友?
6,企業管理學系和其他類似學系有何不同?
1,國際企業學系面試要帶口罩嗎?
14,會計系面試要帶口罩嗎?
10,資訊管理學系英文畢業門檻是什麼?
13,公行系與商管其他科的不同之處?
9,產經系有哪些資訊相關競賽?
0,運管系專業之未來發展為何呢?
2,統計系可以修其他系的課程嗎?
3,商管學院有哪些優勢
10,資管系有系內專屬的獎學金嗎？
6,企管系面試會要求以英語自我介紹嗎？
2,統計學系的就業機會有哪些？
5,全財管與產業接觸的機會有很多嗎？
4,財務金融學系有系內專屬的獎學金嗎？
2,統計學系可以修其他系的課程嗎?
13,公共行政學系可以考哪些證照？
5,全財管課程內容為何？
14,會計系同學是否有機會出國交換或申請雙聯學位？
12,風保系個人申請面試時間與地點?
6,何種特質的學生適合念企業管理學系?
13,公共行政學系面試的方式為何？
2,統計學系課程內容為何？
10,讀資訊管理學系有什麼優勢?
13,公共行政學系有哪些師資？ 
4,財金系面試時間如果與其他校系衝突，可以調整嗎？
8,管科系有機會提前畢業嗎？
1,國際企業學系有系內專屬的獎學金嗎？
0,運管系課程內容為何？
14,會計學系的學術研究能量？
7,經濟系會不會學得很理論呢?
2,念完統計學系之後會變成什麼樣的人?
4,財務金融學系能雙主修或輔其他系嗎?
5,全財管面試時有規定穿著或額外準備的需求嗎？
7,經濟學系每學期要修多少學分數?
4,財金系與商管其他科的不同之處?
6,念完企管系之後會變成怎麼樣的人?
6,企業管理學系有出國交換的機會嗎?
0,想要更換面試梯次時間是否需要提早跟運管系系所告知？
9,產經系能雙主修或輔其他系嗎?
14,會計學系面試時有規定穿著或額外準備的需求嗎？
2,統計系有哪些師資？ 
13,公共行政學系每學期要修多少學分數?
14,會計系與產業接觸的機會有很多嗎？
7,經濟學系面試時需要攜帶紙本資料提供面試委員參閱嗎？
5,全財管有系內專屬的獎學金嗎？
8,讀管科系有什麼優勢?
6,企業管理學系與商管其他科的不同之處?
1,國企系有出國交換的機會嗎?
2,統計學系面試要帶口罩嗎?
5,就讀全財管的先決條件是什麼?
7,經濟學系內有哪些學生團隊可以參加?
10,資管系有哪些資訊相關競賽?
4,財務金融學系專業之未來發展為何呢?
13,公行系面試會要求以英語自我介紹嗎？
2,統計學系TSDC深度資料力培訓計畫是什麼?
13,公行系是否能自行選填面試的時間?
1,國企系在四年會具備哪些能力?
8,管理科學學系面試時有規定穿著或額外準備的需求嗎？
5,全財管有什麼學程資訊可以介紹一下嗎？
7,經濟學系有機會提前畢業嗎？
9,產業經濟學系有系內專屬的獎學金嗎？
14,就讀會計系的學生畢業學分數要求?
8,管理科學學系和其他類似學系有何不同?
7,淡江經濟系跟其他學校的經濟系有哪裡不同?
13,公共行政學系有出國交換的機會嗎?
12,何種特質的學生適合念風保系?
12,風險管理與保險學系的壽險實務講座課程學什麼?
7,經濟系有系內專屬的獎學金嗎？
8,管科系與產業接觸的機會有很多嗎？
10,能告訴我選擇淡江資訊管理學系而非其他學校的理由嗎?
14,會計學系英文畢業門檻是什麼?
3,校內有什麼學生可免費利用的資源?
1,就讀國際企業學系的先決條件是什麼?
6,企業管理學系很難讀嗎?
2,統計系有什麼特色？
2,統計系每學期要修多少學分數?
4,財金系和其他類似學系有何不同?
2,統計學系有校外實習或參訪見習的機會嗎？
8,能告訴我選擇淡江管科系而非其他學校的理由嗎?
2,統計系在四年會具備哪些能力?
7,經濟學系與商管其他科的不同之處?
9,產業經濟學系可以修其他系的課程嗎?
8,管科系畢業校友通常任職哪些行業?
14,會計系個人申請面試時間與地點?
14,會計學系是否培養同學的社會參與責任與能力？
13,何種特質的學生適合念公行系?
6,企管系有哪些優秀的畢業系友?
4,財務金融學系有什麼學程資訊可以介紹一下嗎？
12,風保系英文畢業門檻是什麼?
10,資管系是否能自行選填面試的時間?
3,念完商管學院之後會變成怎麼樣的人?
12,風險管理與保險學系可以提早預讀碩士班嗎?
6,企管系與產業接觸的機會有很多嗎？
3,商管學院可以修其他系的課程嗎?
7,經濟系跟產經系的差異是甚麼呢?
9,產業經濟學系碩士國外聯學位的申請
12,風險管理與保險學系可以提早預讀碩士班課程嗎?
4,財金系可以修其他系的課程嗎?
1,國企系專業之未來發展為何呢?
0,運管系可以提早預讀碩士班嗎?
0,運管系能雙主修或輔其他系嗎?
10,資訊管理學系在四年會具備哪些能力?
14,會計系可以考哪些證照？
10,資管系可以考哪些證照？
1,國企系英文畢業門檻是什麼?
5,商管學院全球財務管理全英語學士學位可以提早預讀碩士班嗎?
13,公行系可以修其他系的課程嗎?
1,國企系可以修其他系的課程嗎?
6,企管系畢業校友通常任職哪些行業?
0,就讀運輸管理學系的學生畢業學分數要求?
12,風保系有系內專屬的獎學金嗎？
13,何種特質的學生適合念公共行政學系?
1,國企系的經貿管理組與他系合作之學分學程
13,公共行政學系能雙主修或輔其他系嗎?
12,風保系可以提早預讀碩士班嗎?
9,產經系有機會提前畢業嗎？
1,國企系的國際商學全英語組有哪些大三出國合作學校
10,資管系很難讀嗎?
10,就讀資訊管理學系的學生畢業學分數要求?
7,經濟系和其他類似學系有何不同?
10,資管系與資工系的差異是？
1,國企系能雙主修或輔其他系嗎?
8,管科系與商管其他科的不同之處?
4,財金系有什麼特色？
0,運管系有出國交換的機會嗎?
7,經濟學系面試時有規定穿著或額外準備的需求嗎？
10,資管系和其他類似學系有何不同?
12,風保系有什麼學程資訊可以介紹一下嗎？
13,公共行政學系有什麼特色？
4,財務金融學系有什麼特色？
8,管理科學系的事業經營組和行銷流通組的差別？入學以後可以選另外一組的課程嗎？
1,國際企業學系面試時間如果與其他校系衝突，可以調整嗎？
3,商管學院和其他類似學系有何不同?
5,商管學院全球財務管理全英語學士學位的就業機會有哪些？
12,風保系畢業校友通常任職哪些行業?
13,公行系個人申請面試時間與地點?
2,就讀統計學系的先決條件是什麼?
14,會計學系有哪些師資？ 
3,商管學院專業之未來發展為何呢?
5,商管學院全球財務管理全英語學士學位是否能自行選填面試的時間?
1,國際企業學系有出國交換的機會嗎?
7,經濟學系大四畢業後有哪些選擇?
3,商管學院有什麼學程資訊可以介紹一下嗎？
2,統計系企業導師制度是蝦米?
13,公共行政學系可以提早預讀碩士班嗎?
0,運管系有校外實習或參訪見習的機會嗎？
0,運輸管理學系有哪些師資？ 
12,風險管理與保險學系個人申請面試時間與地點?
8,管理科學學系是否能自行選填面試的時間?
8,管理科學學系面試要帶口罩嗎?
10,資管系面試要帶口罩嗎?
1,國企系的國際商學全英語組的課程規劃
10,資訊管理學系有什麼特色？
3,商管學院是否能自行選填面試的時間?
3,商管學院畢業校友通常任職哪些行業?
8,何種特質的學生適合念管理科學學系?
7,經濟系面試時需要攜帶紙本資料提供面試委員參閱嗎？
9,能告訴我選擇淡江產業經濟學系而非其他學校的理由嗎?
12,風險管理與保險學系面試時需要攜帶紙本資料提供面試委員參閱嗎？
2,統計系很難讀嗎?
8,就讀管科系的先決條件是什麼?
12,風險管理與保險學系面試的方式為何？
7,經濟學系的就業機會有哪些？
14,會計學系課程內容為何？
0,運管系有系內專屬的獎學金嗎？
7,數學不好能念經濟系嗎?
10,資訊管理學系面試時間如果與其他校系衝突，可以調整嗎？
10,資訊管理學系的就業機會有哪些？
3,商管學院有哪些英語專班
6,企業管理學系有什麼學程資訊可以介紹一下嗎？
10,資訊管理學系畢業校友通常任職哪些行業?
0,運輸管理學系課程內容為何？
1,國企系有哪些資訊相關競賽?
6,企管系的就業機會有哪些？
12,風險管理與保險學系很難讀嗎?
10,資管系會學會哪些程式語言?
7,能告訴我選擇淡江經濟學系而非其他學校的理由嗎?
6,何種特質的學生適合念企管系?
5,讀全財管有什麼優勢?
5,全財管全英語學士學位學程學生三年級是否需要出國?
2,統計系有系內專屬的獎學金嗎？
9,就讀產經系的學生畢業學分數要求?
0,運管系在四年會具備哪些能力?
10,資訊管理學系和其他類似學系有何不同?
2,就讀統計系的學生畢業學分數要求?
6,企管系可以提早預讀碩士班嗎?
13,公行系有哪些師資？ 
6,企管系專業之未來發展為何呢?
5,念完全財管之後會變成怎麼樣的人?
3,外籍生有額外獎學金嗎?
12,風保系能雙主修或輔其他系嗎?
8,念完管科系之後會變成怎麼樣的人?
2,統計系可以考哪些證照？
8,管科系的就業機會有哪些？
12,請問風保系有精算類課程嗎?
13,公共行政學系課程內容為何？
12,風保系面試時有規定穿著或額外準備的需求嗎？
13,公共行政學系個人申請面試時間與地點?
1,國企系有機會提前畢業嗎？
2,統計學系有哪些優秀的畢業系友?
12,讀風險管理與保險學系有什麼優勢?
4,財金系可以考哪些證照？
10,資管系面試時間如果與其他校系衝突，可以調整嗎？
0,念完運輸管理學系之後會變成怎麼樣的人?
7,讀經濟學系有什麼優勢?
9,產業經濟學系可以考哪些證照？
2,統計學系有系內專屬的獎學金嗎？
0,運輸管理學系有什麼特色？
0,運輸管理學系有哪些優秀的畢業系友?
0,運輸管理學系和其他類似學系有何不同?
4,財務金融學系面試時間如果與其他校系衝突，可以調整嗎？
9,產業經濟學系英文畢業門檻是什麼?
4,財金系有哪些優秀的畢業系友?
5,商管學院全球財務管理全英語學士學位在四年會具備哪些能力?
6,企業管理學系專業之未來發展為何呢?
10,資訊管理學系與商管其他科的不同之處?
1,國企系有哪些優秀的畢業系友?
10,念完資管系之後會變成怎麼樣的人?
14,會計學系取得英國特許公認會計師公會認證對取得證照有什麼好處？
2,統計系與產業接觸的機會有很多嗎？
3,商管學院有哪些海外學習機會
8,就讀管理科學學系的先決條件是什麼?
9,產經系的就業機會有哪些？
2,統計學系與產業接觸的機會有很多嗎？
10,資訊管理學系可以考哪些證照？
10,資管系有出國交換的機會嗎?
1,國企系與商管其他科的不同之處?
7,經濟學系可以提早預讀碩士班課程嗎?
14,會計系有系內專屬的獎學金嗎？
8,管科系課程內容為何？
6,就讀企管系的學生畢業學分數要求?
6,就讀企業管理學系的學生畢業學分數要求?
8,就讀管科系的學生畢業學分數要求?
10,資管系在四年會具備哪些能力?
5,全財管面試的方式為何？
5,念完商管學院全球財務管理全英語學士學位之後會變成怎麼樣的人?
10,資訊管理學系面試要帶口罩嗎?
10,資管系專業之未來發展為何呢?
8,管科系有哪些師資？ 
2,統計學系能雙主修或輔其他系嗎?
14,會計學系取得澳洲或英國會計師可以換台灣會計師嗎？
5,商管學院全球財務管理全英語學士學位課程內容為何？
1,國際企業學系可以提早預讀碩士班嗎?
4,財金系很難讀嗎?
12,風險管理與保險學系與產業接觸的機會有很多嗎？
6,企管系個人申請面試時間與地點?
8,管科系可以提早預讀碩士班嗎?
9,讀產業經濟學系有什麼優勢?
6,企管系與商管其他科的不同之處?
14,能告訴我選擇淡江會計學系而非其他學校的理由嗎?
3,商管學院能雙主修或輔其他系嗎?
10,何種特質的學生適合念資管系?
0,運管系面試時間如果與其他校系衝突，可以調整嗎？
12,風保系有出國交換的機會嗎?
9,產經系英文畢業門檻是什麼?
7,經濟系英文畢業門檻是什麼?
7,經濟系有出國交換的機會嗎?
4,財金系可以提早預讀碩士班課程嗎?
4,財金系個人申請面試時間與地點?
8,何種特質的學生適合念管科系?
5,就讀商管學院全球財務管理全英語學士學位的學生畢業學分數要求?
6,企業管理學系個人申請面試時間與地點?
12,風險管理與保險學系可以修其他系的課程嗎?
7,經濟學系有出國交換的機會嗎?
12,風保系的高階保險專業證照研討課程學什麼?
11,大眾捷運該怎麼到淡江大學商管大樓面試？
5,商管學院全球財務管理全英語學士學位可以修其他系的課程嗎?
7,經濟系與商管其他科的不同之處?
12,就讀風保系的學生畢業學分數要求?
2,統計學系和其他類似學系有何不同?
13,公行系面試時有規定穿著或額外準備的需求嗎？
6,企業管理學系有什麼特色？
14,會計系面試時有規定穿著或額外準備的需求嗎？
10,念完資訊管理學系之後會變成怎麼樣的人?
8,管科系面試時間如果與其他校系衝突，可以調整嗎？
1,國際企業學系畢業後升學的方向有哪些？
2,統計學系有哪些師資？ 
3,商管學院每學期要修多少學分數?
4,就讀財金系的學生畢業學分數要求?
2,統計系個人申請面試時間與地點?
14,會計學系有系內專屬的獎學金嗎？
10,資管系英文畢業門檻是什麼?
2,何種特質的學生適合念統計學系?
2,統計系有機會提前畢業嗎？
3,商管學院有哪些優秀的畢業系友?
8,管科系是否能自行選填面試的時間?
14,會計系在學什麼？
2,統計學系是否能自行選填面試的時間?
0,運輸管理學系有出國交換的機會嗎?
9,產經系和其他類似學系有何不同?
2,統計學系畢業校友通常任職哪些行業?
9,產業經濟學系有哪些師資？ 
1,產業經濟學系與經濟系有什麼不同?
9,產經系有校外實習或參訪見習的機會嗎？
14,會計系每學期要修多少學分數?
8,管理科學學系有出國交換的機會嗎?
1,國企系有哪些師資？ 
6,企管系課程內容為何？
0,運輸管理學系可以考哪些證照？
9,產業經濟學系有出國交換的機會嗎?
14,會計系可以修其他系的課程嗎?
7,經濟學系有什麼學程資訊可以介紹一下嗎？
10,資訊管理學系面試時需要攜帶紙本資料提供面試委員參閱嗎？
0,運輸管理學系專業之未來發展為何呢?
12,風險管理與保險學系能雙主修或輔其他系嗎?
5,商管學院全球財務管理全英語學士學位有哪些師資？ 
14,介紹會計系
7,經濟學系跟產業經濟系的差異是甚麼呢?
5,全財管與商管其他科的不同之處?
14,會計系很難讀嗎?
8,管理科學學系可以修其他系的課程嗎?
0,能告訴我選擇淡江運輸管理學系而非其他學校的理由嗎?
2,統計系和其他類似學系有何不同?
2,統計系面試時有規定穿著或額外準備的需求嗎？
10,資管系畢業校友通常任職哪些行業?
14,會計學系與產業接觸的機會有很多嗎？
2,統計系TSDC深度資料力培訓計畫是什麼?
6,企業管理學系有系內專屬的獎學金嗎？
7,經濟系面試時間如果與其他校系衝突，可以調整嗎？
5,商管學院全球財務管理全英語學士學位有什麼學程資訊可以介紹一下嗎？
1,國企系畢業校友通常任職哪些行業?
8,管科系有系內專屬的獎學金嗎？
0,運管系英文畢業門檻是什麼?
10,資訊管理學系有哪些優秀的畢業系友?
14,讀會計系有什麼優勢?
12,風險管理與保險學系面試要帶口罩嗎?
6,企業管理學系能雙主修或輔其他系嗎?
0,想要更換面試梯次時間是否需要提早跟運輸管理學系系所告知？
13,公共行政學系有哪些優秀的畢業系友?
0,運管系面試要帶口罩嗎?
12,我數學不好，可以就讀風保系嗎?
5,商管學院全球財務管理全英語學士學位有出國交換的機會嗎?
4,財務金融學系可以提早預讀碩士班嗎?
5,商管學院全球財務管理全英語學士學位有哪些資訊相關競賽?
5,全財管每學期要修多少學分數?
9,產經系有什麼學程資訊可以介紹一下嗎？
8,管理科學學系與產業接觸的機會有很多嗎？
2,統計學系個人申請面試時間與地點?
1,國際企業學系的國際商學全英語組的師資
13,公共行政學系專業之未來發展為何呢?
13,公共行政學系有校外實習或參訪見習的機會嗎？
8,管理科學學系面試時間如果與其他校系衝突，可以調整嗎？
1,就讀國企系的學生畢業學分數要求?
5,全財管有出國交換的機會嗎?
12,風保系與產業接觸的機會有很多嗎？
14,會計學系有什麼學程資訊可以介紹一下嗎？
12,就讀風險管理與保險學系的先決條件是什麼?
14,會計系是否培養同學的社會參與責任與能力？
8,管理科學學系面試會要求以英語自我介紹嗎？
7,數學不好能念經濟學系嗎?
4,讀財務金融學系有什麼優勢?
14,會計學系可以提早預讀碩士班課程嗎?
4,財金系有出國交換的機會嗎?
0,運輸管理學系面試要帶口罩嗎?
1,國際企業學系的就業機會有哪些？
7,經濟學系面試會要求以英語自我介紹嗎？
4,財金系有系內專屬的獎學金嗎？
0,運管系有機會提前畢業嗎？
12,風保系面試要帶口罩嗎?
12,風保系面試時需要攜帶紙本資料提供面試委員參閱嗎？
14,會計學系可以提早預讀碩士班嗎?
5,就讀全財管的學生畢業學分數要求?
14,會計系面試的方式為何？
9,產業經濟學系有哪些優秀的畢業系友?
0,運管系可以考哪些證照？
0,運管系每學期要修多少學分數?
8,管理科學學系可以考哪些證照？
12,風保系可以考哪些證照？
13,公共行政學系是否能自行選填面試的時間?
14,會計系有哪些會計相關競賽?
1,國際企業學系的經貿管理組課程規劃
3,商管學院的世界排名
6,企管系面試的方式為何？
10,資訊管理學系課程內容為何？
9,產經系有出國交換的機會嗎?
14,會計學系有哪些會計相關競賽?
12,風險管理與保險學系的產險實務講座課程學什麼?
13,公行系有系內專屬的獎學金嗎？
4,就讀財金系的先決條件是什麼?
9,產業經濟學系在四年會具備哪些能力?
5,全財管可以考哪些證照？
12,風險管理與保險學系課程內容為何？
7,經濟系面試要帶口罩嗎?
13,公共行政學系有機會提前畢業嗎？
2,統計系是否能自行選填面試的時間?
7,經濟學系是否能自行選填面試的時間?
9,產經系個人申請面試時間與地點?
3,商管學院有出國交換的機會嗎?
2,統計學系在四年會具備哪些能力?
10,資訊管理學系很難讀嗎?
12,風保系和其他類似學系有何不同?
0,運管系面試時有規定穿著或額外準備的需求嗎？
14,會計學系面試時需要攜帶紙本資料提供面試委員參閱嗎？
1,國際企業學系有哪些資訊相關競賽?
8,管理科學學系的就業機會有哪些？
1,國企系面試要帶口罩嗎?
7,就讀經濟系的先決條件是什麼?
14,會計學系每學期要修多少學分數?
12,讀風保系有什麼優勢?
13,公行系有機會提前畢業嗎？
1,國際企業學系與產業接觸的機會有很多嗎？
4,財務金融學系有機會提前畢業嗎？
10,資訊管理學系有什麼學程資訊可以介紹一下嗎？
5,全財管可以修其他系的課程嗎?
7,經濟學系課程內容為何？
5,全財管面試時需要攜帶紙本資料提供面試委員參閱嗎？
14,會計系取得澳洲或英國會計師可以換台灣會計師嗎？
6,企業管理學系可以修其他系的課程嗎?
7,經濟系在四年會具備哪些能力?
8,管科系專業之未來發展為何呢?
6,企管系面試時有規定穿著或額外準備的需求嗎？
4,財金系在四年會具備哪些能力?
1,國企系是否能自行選填面試的時間?
6,企管系是否能自行選填面試的時間?
0,運輸管理學系畢業校友通常任職哪些行業?
8,管科系個人申請面試時間與地點?
8,管科系和企管系的差別？
7,念完經濟系之後會變成怎麼樣的人?
8,管理科學學系很難讀嗎?
